19388|Denice|Orson|M|1974|single|67 North Lebanon Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|263-117-7305|F: 110,000 - 129,999|9000|Orson@company.example.com|Customer total|52772||01/01/1998||I
22943|Denice|Orson|M|1972|married|77 West Baltimore City Avenue|61795|Eindhoven|51444|Noord-Brabant|52682|52770|524-669-8967|F: 110,000 - 129,999|1500|Orson@company.example.com|Customer total|52772||01/01/1998||I
26499|Denice|Orson|M|1940||87 Mount Whitney Avenue|69776|Hiseville|51663|KY|52632|52790|570-678-6138|F: 110,000 - 129,999|7000|Orson@company.example.com|Customer total|52772||01/01/1998||I
30055|Denice|Orson|M|1946|single|87 South Cassia Avenue|39318|Torrevieja|52374|Alicante|52544|52778|103-789-7952|F: 110,000 - 129,999|9000|Orson@company.example.com|Customer total|52772||01/01/1998||I
33610|Denice|Orson|M|1964|married|97 West Pratt Avenue|76625|Abingdon|51043|England - Oxfordshire|52592|52789|454-596-9721|F: 110,000 - 129,999|1500|Orson@company.example.com|Customer total|52772||01/01/1998||I
38945|Denise|Banas|M|1942|single|107 North Bannock Avenue|89369|Thame|52364|England - Oxfordshire|52592|52789|242-689-7567|B: 30,000 - 49,999|3000|Banas@company.example.com|Customer total|52772||01/01/1998||I
42500|Denise|Banas|M|1960|married|117 East Mountain Avenue|58488|Dolores|51391|CO|52569|52790|466-621-9022|B: 30,000 - 49,999|5000|Banas@company.example.com|Customer total|52772||01/01/1998||I
18202|Denise|Banas|M|1923||17 East Sheridan Court|66437|Asten|51075|Noord-Brabant|52682|52770|514-621-1079|B: 30,000 - 49,999|1500|Banas@company.example.com|Customer total|52772||01/01/1998||I
46278|Denise|Banas|M|1928|single|27 Henderson Boulevard|40365|Tralee|52379|Kerry|52637|52772|409-251-1321|B: 30,000 - 49,999|5000|Banas@company.example.com|Customer total|52772||01/01/1998||I
49833|Denise|Banas|M|1927|married|27 North Warrick Boulevard|57929|Heilbronn|51656|Baden-Wuerttemberg|52559|52776|657-582-8869|B: 30,000 - 49,999|7000|Banas@company.example.com|Customer total|52772||01/01/1998||A
3390|Denise|Banas|M|1957||37 West Lee Street|59862|Malaga|51894|Malaga|52661|52778|591-155-5485|B: 30,000 - 49,999|1500|Banas@company.example.com|Customer total|52772||01/01/1998||I
6945|Denise|Banas|M|1976|single|47 East Bannock Road|46864|Lauret|51788|Languedoc-Roussillon|52645|52779|435-598-2996|B: 30,000 - 49,999|3000|Banas@company.example.com|Customer total|52772||01/01/1998||I
10500|Denise|Banas|M|1924|married|47 South Mountain Road|80841|Wolverhampton|52514|England - West Midlands|52593|52789|201-438-9695|B: 30,000 - 49,999|7000|Banas@company.example.com|Customer total|52772||01/01/1998||I
14056|Denise|Banas|M|1963||57 North Caswell Drive|34216|Murnau|51934|Bayern|52561|52776|269-689-4575|B: 30,000 - 49,999|1500|Banas@company.example.com|Customer total|52772||01/01/1998||I
17611|Denise|Banas|M|1979|single|67 East Preble Avenue|72059|Los Angeles|51806|CA|52567|52790|264-621-6959|B: 30,000 - 49,999|3000|Banas@company.example.com|Customer total|52772||01/01/1998||I
21167|Denise|Banas|M|1929|married|77 Dooly Avenue|38082|Greenwich|51591|England - Greater London|52589|52789|522-251-7845|B: 30,000 - 49,999|7000|Banas@company.example.com|Customer total|52772||01/01/1998||I
24723|Denise|Banas|M|1939||77 North Sheridan Avenue|35799|Halifax|51646|England - West Yorkshire|52594|52789|425-582-6305|B: 30,000 - 49,999|1500|Banas@company.example.com|Customer total|52772||01/01/1998||I
